stock_name,symbol,industry
Praj Industries,PRAJIND,Industrial Products
Standard Glass,SGLTL,Industrial Products
Shanthi Gears,SHANTIGEAR,Industrial Products
Syrma SGS Tech.,SYRMA,Industrial Products
Tega Inds.,TEGA,Industrial Products
Texmaco Rail,TEXRAIL,Industrial Products
Medi Assist Ser.,MEDIASSIST,Insurance Distributors
Adani Power,ADANIPOWER,Integrated Power Utilities
CESC,CESC,Integrated Power Utilities
India Power Corp,DPSCLTD,Integrated Power Utilities
Reliance Infra.,RELINFRA,Integrated Power Utilities
Tata Power Co.,TATAPOWER,Integrated Power Utilities
Torrent Power,TORNTPOWER,Integrated Power Utilities
Olympia Industri,521105,Internet & Catalogue Retail
iStreet Network,524622,Internet & Catalogue Retail
Jupiter Info.,JUPITERIN,Internet & Catalogue Retail
JLA Infraville,VJLAXMIE,Internet & Catalogue Retail
Crizac,CRIZAC,Internet & Catalogue Retail
Indiamart Inter.,INDIAMART,Internet & Catalogue Retail
Just Dial,JUSTDIAL,Internet & Catalogue Retail
Matrimony.com,MATRIMONY,Internet & Catalogue Retail
Info Edg.(India),NAUKRI,Internet & Catalogue Retail
Indl.& Prud.Inv.,501298,Investment Company
Elcid Investment,ELCIDIN,Investment Company
Worth Investment,WORTH,Investment Company
Aditya Birla Cap,ABCAPITAL,Investment Company
BEML Land Assets,BLAL,Investment Company
Chola Financial,CHOLAHLDNG,Investment Company
GKW,GKWLIMITED,Investment Company
Hexa Tradex,HEXATRADEX,Investment Company
Jindal Photo,JINDALPHOT,Investment Company
Jio Financial,JIOFIN,Investment Company
Jindal Poly Inve,JPOLYINVST,Investment Company
JSW Holdings,JSWHL,Investment Company
Kalyani Invest.,KICL,Investment Company
Mah. Scooters,MAHSCOOTER,Investment Company
Nalwa Sons Invst,NSIL,Investment Company
Oswal Green Tech,OSWALGREEN,Investment Company
PNB Gilts,PNBGILTS,Investment Company
Religare Enterp.,RELIGARE,Investment Company
Shipping Land,SCILAL,Investment Company
STEL Holdings,STEL,Investment Company
Summit Securitie,SUMMITSEC,Investment Company
Sundaram Fin.Hol,SUNDARMHLD,Investment Company
Tata Inv.Corpn.,TATAINVEST,Investment Company
TVS Holdings,TVSHLTD,Investment Company
Vardhman Hold.,VHL,Investment Company
Scan Steels,SCANSTL,Iron & Steel
KIC Metaliks,META,Iron & Steel
Ankit Met.Power,ANKITMETAL,Iron & Steel
Jai Balaji Inds.,JAIBALAJI,Iron & Steel
Jindal Steel,JINDALSTEL,Iron & Steel
Jindal Stain.,JSL,Iron & Steel
JSW Steel,JSWSTEEL,Iron & Steel
Manaksia Steels,MANAKSTEEL,Iron & Steel
Mukand,MUKANDLTD,Iron & Steel
NMDC Steel,NSLNISP,Iron & Steel
Prakash Industri,PRAKASH,Iron & Steel
S A I L,SAIL,Iron & Steel
Sarda Energy,SARDAEN,Iron & Steel
Tata Steel,TATASTEEL,Iron & Steel
Welspun Special.,500365,Iron & Steel Products
APL Apollo Tubes,APLAPOLLO,Iron & Steel Products
Bansal Wire Inds,BANSALWIRE,Iron & Steel Products
Electrost.Cast.,ELECTCAST,Iron & Steel Products
Gallantt Ispat L,GALLANTT,Iron & Steel Products
Goodluck India,GOODLUCK,Iron & Steel Products
Godawari Power,GPIL,Iron & Steel Products
Hi-Tech Pipes,HITECH,Iron & Steel Products
Jayaswal Neco,JAYNECOIND,Iron & Steel Products
Jindal Saw,JINDALSAW,Iron & Steel Products
JTL Industries,JTLIND,Iron & Steel Products
Kalyani Steels,KSL,Iron & Steel Products
Mah. Seamless,MAHSEAMLES,Iron & Steel Products
Man Industries,MANINDS,Iron & Steel Products
Ratnamani Metals,RATNAMANI,Iron & Steel Products
Sambhv Steel,SAMBHV,Iron & Steel Products
Shivalik Bimetal,SBCL,Iron & Steel Products
Shyam Metalics,SHYAMMETL,Iron & Steel Products
Sunflag Iron,SUNFLAG,Iron & Steel Products
Surya Roshni,SURYAROSNI,Iron & Steel Products
Technocraf.Inds.,TIIL,Iron & Steel Products
Usha Martin,USHAMART,Iron & Steel Products
Venus Pipes,VENUSPIPES,Iron & Steel Products
Vardhman Special,VSSL,Iron & Steel Products
Welspun Corp,WELCORP,Iron & Steel Products
Ludlow Jute,LUDLOWJUT,Jute & Jute Products
AI Champ.Inds.,KOVAI,Jute & Jute Products
Bangalore Fort,FORTISMLR,Jute & Jute Products
Cheviot Company,CHEVIOT,Jute & Jute Products
Gloster Ltd,GLOSTERLTD,Jute & Jute Products
Adani Total Gas,ATGL,LPG/CNG/PNG/LNG Supplier
Confidence Petro,CONFIPET,LPG/CNG/PNG/LNG Supplier
Gujarat Gas,GUJGASLTD,LPG/CNG/PNG/LNG Supplier
Indraprastha Gas,IGL,LPG/CNG/PNG/LNG Supplier
IRM Energy,IRMENERGY,LPG/CNG/PNG/LNG Supplier
Kotyark Indust.,KOTYARK,LPG/CNG/PNG/LNG Supplier
Mahanagar Gas,MGL,LPG/CNG/PNG/LNG Supplier
Petronet LNG,PETRONET,LPG/CNG/PNG/LNG Supplier
NB Footwear,TITANBIO,Leather And Leather Products
Super Tannery,SUPERSHAKT,Leather And Leather Products
Anka India,ADCINDIA,Leather And Leather Products
Amin Tannery,RAMINFO,Leather And Leather Products
AKI India,AKI,Leather And Leather Products
Bhartiya Intl.,BIL,Leather And Leather Products
Mayur Uniquoters,MAYURUNIQ,Leather And Leather Products
Mirza Internatio,MIRZAINT,Leather And Leather Products
Superhouse Ltd,SUPERHOUSE,Leather And Leather Products
Zenith Exports,ZENITHEXPO,Leather And Leather Products
OK Play India,HAWKINCOOK,Leisure Products
COSCO (India),COSCO,Leisure Products
Olympic Cards,534190,Leisure Products
Archies,ARCHIES,Leisure Products
HDFC Life Insur.,HDFCLIFE,Life Insurance
ICICI Pru Life,ICICIPRULI,Life Insurance
Life Insurance,LICI,Life Insurance
Max Financial,MFSL,Life Insurance
SBI Life Insuran,SBILIFE,Life Insurance
Afcom Holdings,AFCOM,Logistics Solution Provider
Allcargo Gati,ACLGATI,Logistics Solution Provider
Allcargo Logist.,ALLCARGO,Logistics Solution Provider
Blue Dart Expres,BLUEDART,Logistics Solution Provider
Container Corpn.,CONCOR,Logistics Solution Provider
Delhivery,DELHIVERY,Logistics Solution Provider
Gateway Distri,GATEWAY,Logistics Solution Provider
Globe Intl. Car.,GICL,Logistics Solution Provider
Mahindra Logis.,MAHLOG,Logistics Solution Provider
Navkar Corporat.,NAVKARCORP,Logistics Solution Provider
Rel. Indl. Infra,RIIL,Logistics Solution Provider
Ritco Logistics,RITCO,Logistics Solution Provider
Sical Logistics,SICALLOG,Logistics Solution Provider
Sindhu Trade,SINDHUTRAD,Logistics Solution Provider
S J Logistics (I,SJLOGISTIC,Logistics Solution Provider
Snowman Logistic,SNOWMAN,Logistics Solution Provider
Shree Vasu Logis,SVLL,Logistics Solution Provider
Transport Corp.,TCI,Logistics Solution Provider
TCI Express,TCIEXP,Logistics Solution Provider
Tejas Cargo,TEJASCARGO,Logistics Solution Provider
Tiger Logistics,TIGERLOGS,Logistics Solution Provider
TransIndia Real,TREL,Logistics Solution Provider
TVS Supply,TVSSCS,Logistics Solution Provider
VRL Logistics,VRLLOG,Logistics Solution Provider
Western Carriers,WCIL,Logistics Solution Provider
Greenhitech Ven.,544163,Lubricants
Arabian Petrol.,ARABIAN,Lubricants
Castrol India,CASTROLIND,Lubricants
Gandhar Oil Ref.,GANDHAR,Lubricants
Gulf Oil Lubric.,GULFOILLUB,Lubricants
GP Petroleums,GULFPETRO,Lubricants
Panama Petrochem,PANAMAPET,Lubricants
Savita Oil Tech,SOTL,Lubricants
Veedol Corporat,VEEDOL,Lubricants
Simran Farms,SIMRAN,Meat Products including Poultry
Ovobel Foods,OVOBELE,Meat Products including Poultry
HMA Agro Inds.,HMAAGRO,Meat Products including Poultry
SKM Egg Prod.,SKMEGGPROD,Meat Products including Poultry
Venky's (India),VENKEYS,Meat Products including Poultry
Shalimar Prod.,512499,Media & Entertainment
Bluegod Enterta.,BLUEGOD,Media & Entertainment
Balaji Telefilms,BALAJITELE,Media & Entertainment
Basilic Fly Stud,BASILIC,Media & Entertainment
Cinevista,CINEVISTA,Media & Entertainment
Creative Eye,CREATIVEYE,Media & Entertainment
Digikore Studios,DIGIKORE,Media & Entertainment
Ent.Network,ENIL,Media & Entertainment
Gretex Industrie,GRETEX,Media & Entertainment
Identical Brains,IDENTICAL,Media & Entertainment
Inspire Films,INSPIRE,Media & Entertainment
Maxposure,MAXPOSURE,Media & Entertainment
Netwrk.18 Media,NETWORK18,Media & Entertainment
Next Mediaworks,NEXTMEDIA,Media & Entertainment
Prime Focus,PFOCUS,Media & Entertainment
Phantom Digital,PHANTOMFX,Media & Entertainment
Radaan Media.,RADAAN,Media & Entertainment
Music Broadcast,RADIOCITY,Media & Entertainment
Radiowalla,RADIOWALLA,Media & Entertainment
Saregama India,SAREGAMA,Media & Entertainment
Shemaroo Entert.,SHEMAROO,Media & Entertainment
Silly Monks,SILLYMONKS,Media & Entertainment
Studio LSD,STUDIOLSD,Media & Entertainment
Tips Music,TIPSMUSIC,Media & Entertainment
Shree Pacetronix,SHREEREF,Medical Equipment & Supplies
Choksi Asia,CHOKSILA,Medical Equipment & Supplies
Centenial Surgic,531380,Medical Equipment & Supplies
GKB Ophthalmics,533212,Medical Equipment & Supplies
KMS Medisurgi,540468,Medical Equipment & Supplies
Transpact Enter.,542765,Medical Equipment & Supplies
Prevest Denpro,PREVEST,Medical Equipment & Supplies
Hemant Surgical,543916,Medical Equipment & Supplies
Royal Sense,ROYAL,Medical Equipment & Supplies
Amkay Products,AMKAY,Medical Equipment & Supplies
Aprameya Enginee,APRAMEYA,Medical Equipment & Supplies
Vasa Denticity,DENTALKART,Medical Equipment & Supplies
Fischer Medical,FISCHER,Medical Equipment & Supplies
Galaxy Medicare,GML,Medical Equipment & Supplies
Laxmi Dental,LAXMIDENTL,Medical Equipment & Supplies
Vaidya Sane,MADHAVBAUG,Medical Equipment & Supplies
Mohini Health,MHHL,Medical Equipment & Supplies
Nureca,NURECA,Medical Equipment & Supplies
OSEL Devices,OSELDEVICE,Medical Equipment & Supplies
Poly Medicure,POLYMED,Medical Equipment & Supplies
QMS Medical,QMSMEDI,Medical Equipment & Supplies
Tarsons Products,TARSONS,Medical Equipment & Supplies
CreditAcc. Gram.,CREDITACC,Microfinance Institutions
Fusion Finance,FUSION,Microfinance Institutions
Muthoot Microfin,MUTHOOTMF,Microfinance Institutions
Satin Creditcare,SATIN,Microfinance Institutions
Spandana Sphoort,SPANDANA,Microfinance Institutions
Rajesh Power,RAJESH,Multi Utilities
Bengal & Assam,BENGALASM,Non Banking Financial Company (NBFC)
Authum Invest,AIIL,Non Banking Financial Company (NBFC)
Bajaj Finance,BAJFINANCE,Non Banking Financial Company (NBFC)
Capri Global,CGCL,Non Banking Financial Company (NBFC)
Cholaman.Inv.&Fn,CHOLAFIN,Non Banking Financial Company (NBFC)
Fedbank Financi.,FEDFINA,Non Banking Financial Company (NBFC)
Five-Star Bus.Fi,FIVESTAR,Non Banking Financial Company (NBFC)
HDB FINANC SER,HDBFS,Non Banking Financial Company (NBFC)
IIFL Finance,IIFL,Non Banking Financial Company (NBFC)
Indostar Capital,INDOSTAR,Non Banking Financial Company (NBFC)
L&T Finance Ltd,LTF,Non Banking Financial Company (NBFC)
M & M Fin. Serv.,M&MFIN,Non Banking Financial Company (NBFC)
Manappuram Fin.,MANAPPURAM,Non Banking Financial Company (NBFC)
MAS FINANC SER,MASFIN,Non Banking Financial Company (NBFC)
Muthoot Finance,MUTHOOTFIN,Non Banking Financial Company (NBFC)
Northern ARC,NORTHARC,Non Banking Financial Company (NBFC)
Paisalo Digital,PAISALO,Non Banking Financial Company (NBFC)
Piramal Enterp.,PEL,Non Banking Financial Company (NBFC)
PTC India Fin,PFS,Non Banking Financial Company (NBFC)
Poonawalla Fin,POONAWALLA,Non Banking Financial Company (NBFC)
SBFC Finance,SBFC,Non Banking Financial Company (NBFC)
SBI Cards,SBICARD,Non Banking Financial Company (NBFC)
Shriram Finance,SHRIRAMFIN,Non Banking Financial Company (NBFC)
Sundaram Finance,SUNDARMFIN,Non Banking Financial Company (NBFC)
Ugro Capital,UGROCAP,Non Banking Financial Company (NBFC)
Aakash Explor.,AAKASH,Offshore Support Solution Drilling
Aban Offshore,ABAN,Offshore Support Solution Drilling
Alphageo (India),ALPHAGEO,Offshore Support Solution Drilling
Dolphin Offshore,DOLPHIN,Offshore Support Solution Drilling
Jindal Drilling,JINDRILL,Offshore Support Solution Drilling
DHP India,ADCINDIA,Oil Equipment & Services
Duke Offshore,DUKEOFS,Oil Equipment & Services
Asian Energy,ASIANENE,Oil Equipment & Services
Deep Industries,DEEPINDS,Oil Equipment & Services
Oil Country,OILCOUNTUB,Oil Equipment & Services
Guj.Nat.Resour.,513536,Oil Exploration & Production
Antelopus Selan,ANTELOPUS,Oil Exploration & Production
Hind.Oil Explor.,HINDOILEXP,Oil Exploration & Production
Oil India,OIL,Oil Exploration & Production
O N G C,ONGC,Oil Exploration & Production
Prabha Energy,PRABHA,Oil Exploration & Production
Repono,REPONO,Oil Storage & Transportation
Aegis Vopak Term,AEGISVOPAK,Oil Storage & Transportation
Ganesh Benzopl.,GANESHBE,Oil Storage & Transportation
Modi Naturals,MODIS,Other Agricultural Products
JK Agri Genetics,JKAGRI,Other Agricultural Products
Prime Fresh,PRIMEFRESH,Other Agricultural Products
Sayaji Industr,SAYAJIHOTL,Other Agricultural Products
Tierra Agrotech,TIERRA,Other Agricultural Products
Aelea Commoditi.,544213,Other Agricultural Products
AVT Natural Prod,AVTNPL,Other Agricultural Products
Bombay Super Hyb,BSHSL,Other Agricultural Products
Chamanlal Setia,CLSEL,Other Agricultural Products
Guj. Ambuja Exp,GAEL,Other Agricultural Products
GRM Overseas,GRMOVER,Other Agricultural Products
Gulshan Polyols,GULPOLY,Other Agricultural Products
Indo US Bio-Tech,INDOUS,Other Agricultural Products
KCK Industries,KCK,Other Agricultural Products
KRBL,KRBL,Other Agricultural Products
Kaveri Seed Co.,KSCL,Other Agricultural Products
L T Foods,LTFOODS,Other Agricultural Products
Mangalam Global,MGEL,Other Agricultural Products
Nath Bio-Genes,NATHBIOGEN,Other Agricultural Products
Regaal Resources,REGAAL,Other Agricultural Products
Sanstar,SANSTAR,Other Agricultural Products
Sarveshwar Foods,SARVESHWAR,Other Agricultural Products
Sawaliya Food,SAWALIYA,Other Agricultural Products
Sukhjit Starch,SUKHJITS,Other Agricultural Products
Upsurge Seeds,USASEEDS,Other Agricultural Products
AU Small Finance,AUBANK,Other Bank
Capital Small,CAPITALSFB,Other Bank
Equitas Sma. Fin,EQUITASBNK,Other Bank
ESAF Small Fin,ESAFSFB,Other Bank
Fino Payments,FINOPB,Other Bank
Jana Small Finan,JSFB,Other Bank
Suryoday Small,SURYODAY,Other Bank
Ujjivan Small,UJJIVANSFB,Other Bank
Utkarsh Small F.,UTKARSHBNK,Other Bank
Orient Beverages,507690,Other Beverages
Transglobe Foods,ANJANIFOODS,Other Beverages
ANS Industries,SANSTAR,Other Beverages
Valencia Nutrit.,VALENCIA,Other Beverages
Varun Beverages,VBL,Other Beverages
21st Cent. Mgmt.,21STCENMGM,Other Capital Market related Services
Quest Capital,QUESTCAP,Other Capital Market related Services
Mefcom Capital,MEFCOMCAP,Other Capital Market related Services
Interactive Fin,HARAFIN,Other Capital Market related Services
Gretex Corporate,GCSL,Other Capital Market related Services
Lerthai Finance,LERTHAI,Other Construction Materials
Triveni Glass,TRIVENIGQ,Other Construction Materials
Sashwat Technoc,506313,Other Construction Materials
Nidhi Granites,512103,Other Construction Materials
Glittek Granites,GLITTEKG,Other Construction Materials
Solid Stone Co,ELITECON,Other Construction Materials
Jai Mata Glass,JAIMATAG,Other Construction Materials
Ravi Leela Gran,GRANDOAK,Other Construction Materials
Divyashakti,526315,Other Construction Materials
Midwest Gold,MIDWEST,Other Construction Materials
Neelkanth Rock,NEELKANTH,Other Construction Materials
Inani Marbles,INANI,Other Construction Materials
Associated Cera.,ASSOCIATED,Other Construction Materials
Mayur Floorings,MAYUR,Other Construction Materials
Marble City,CITYSQUARE,Other Construction Materials
Milestone Global,SVGLOBAL,Other Construction Materials
Jain Marmo Inds,JAINMARMO,Other Construction Materials
Shiva Granito,SHIVACEM,Other Construction Materials
Arisinfra Solu.,ARISINFRA,Other Construction Materials
Everest Inds.,EVERESTIND,Other Construction Materials
MCON Rasayan,MCON,Other Construction Materials
Ramco Inds.,RAMCOIND,Other Construction Materials
Sahyadri Industr,SAHYADRI,Other Construction Materials
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials
Exhicon Events,EXHICON,Other Consumer Services
Mach Conferences,MACH,Other Consumer Services
NIS Management,NISUS,Other Consumer Services
Blue Pebble,BLUEPEBBLE,Other Consumer Services
E Factor Experie,EFACTOR,Other Consumer Services
Party Cruisers,PARTYCRUS,Other Consumer Services
SIS,SIS,Other Consumer Services
Thinking Hats,THESL,Other Consumer Services
Touchwood Enter.,TOUCHWOOD,Other Consumer Services
RIR Power Electr,ORIRAIL,Other Electrical Equipment
Spel Semiconduct,SPELS,Other Electrical Equipment
Marsons,MARSONS,Other Electrical Equipment
Shilchar Tech.,531201,Other Electrical Equipment
Yash Highvoltage,YASHHV,Other Electrical Equipment
Alpex Solar,ALPEXSOLAR,Other Electrical Equipment
Apar Inds.,APARINDS,Other Electrical Equipment
Avalon Tech,AVALON,Other Electrical Equipment
Bharat Bijlee,BBL,Other Electrical Equipment
Diamond Power,DIACABS,Other Electrical Equipment
Genus Power,GENUSPOWER,Other Electrical Equipment
Mangal Electrica,MEIL,Other Electrical Equipment
Oriana Power Ltd,ORIANA,Other Electrical Equipment
Premier Energies,PREMIERENE,Other Electrical Equipment
Prostarm Info,PROSTARM,Other Electrical Equipment
Ram Ratna Wires,RAMRAT,Other Electrical Equipment
Ravindra Energy,RELTD,Other Electrical Equipment
Rishabh Instrum.,RISHABH,Other Electrical Equipment
Saatvik Green,SAATVIKGL,Other Electrical Equipment
Salzer Electron.,SALZERELEC,Other Electrical Equipment
Servotech Renew,SERVOTECH,Other Electrical Equipment
Vikram Solar,VIKRAMSOLR,Other Electrical Equipment
Waaree Energies,WAAREEENER,Other Electrical Equipment
Waaree Renewab.,WAAREERTL,Other Electrical Equipment
Websol Energy,WEBELSOLAR,Other Electrical Equipment
RRPSemiconductor,ICON,Other Financial Services
Algoquant Fin,ALGOQUANT,Other Financial Services
LKP Finance,LKPFIN,Other Financial Services
Thacker & Co.,THACKER,Other Financial Services
Iconik Sports,ICON,Other Financial Services
Yash Trad.& Fin.,YASHHV,Other Financial Services
Arunjyoti Bio,3BBLACKBIO,Other Financial Services
Available Fin.,531310,Other Financial Services
Jhaveri Credits,531550,Other Financial Services
Alacrity Sec.,535916,Other Financial Services
Paul Merchants,539113,Other Financial Services
Gamco Ltd,ISTLTD,Other Financial Services
Regency Fincorp,REGENCY,Other Financial Services
Escorp Asset Mgt,ESCORP,Other Financial Services
Colab Platforms,COLAB,Other Financial Services
Akiko,AKIKO,Other Financial Services
Centrum Capital,CENTRUM,Other Financial Services
CRISIL,CRISIL,Other Financial Services
Delphi World,DELPHIFX,Other Financial Services
Dhani Services,DHANI,Other Financial Services
NDL Ventures,NDLVENTURE,Other Financial Services
Prime Securities,PRIMESECU,Other Financial Services
RNFI Services,RNFI,Other Financial Services
The Invest.Trust,THEINVEST,Other Financial Services
Wealth First Por,WEALTH,Other Financial Services
Kore Foods,KORE,Other Food Products
Apis India,ADCINDIA,Other Food Products
Kothari Ferment.,507474,Other Food Products
Kovil. Lak. Rol.,507598,Other Food Products
Tirupati Starch,524582,Other Food Products
IEL,SUNSHIEL,Other Food Products
Nutricircle,NUTRICIRCLE,Other Food Products
Vistar Amar,VISTARAMAR,Other Food Products
Wardwizard Foods,ANJANIFOODS,Other Food Products
Oceanic Foods,ANJANIFOODS,Other Food Products
Leo Dryfruits,544329,Other Food Products
Chemkart India,ADCINDIA,Other Food Products
EID Parry,EIDPARRY,Other Food Products
Freshara Agro,FRESHARA,Other Food Products
Goyal Salt,GOYALSALT,Other Food Products
Hoac Foods,HOACFOODS,Other Food Products
Jeyyam Global,JEYYAM,Other Food Products
Krishival Foods,KRISHIVAL,Other Food Products
Madhusudan Masa,MADHUSUDAN,Other Food Products
Manorama Indust.,MANORAMA,Other Food Products
Megastar Foods,MEGASTAR,Other Food Products
Proventus Agro.,PROV,Other Food Products
Shivashrit Foods,SHIVASHRIT,Other Food Products
Shri Ahimsa,SHRIAHIMSA,Other Food Products
Srivari Spices &,SSFL,Other Food Products
Simplex Castings,SIMPLEXCAS,Other Industrial Products
Expo Engineering,EXPOEAPL,Other Industrial Products
Oriental Rail,ORIRAIL,Other Industrial Products
Sealmatic India,ADCINDIA,Other Industrial Products
Quest Flow,QUESTFLOW,Other Industrial Products
Siyaram Recycli.,SIYARAM,Other Industrial Products
Ador Welding,ADOR,Other Industrial Products
Creative Graphic,CGRAPHICS,Other Industrial Products
Diffusion Eng,DIFFNKG,Other Industrial Products
Envirotech Sys.,ENVIRO,Other Industrial Products
Esab India,ESABINDIA,Other Industrial Products
Harsha Engg Intl,HARSHA,Other Industrial Products
HBL Engineering,HBLENGINE,Other Industrial Products
Inox India,INOXINDIA,Other Industrial Products
Kirloskar Indus.,KIRLOSIND,Other Industrial Products
KRN Heat Exchan,KRN,Other Industrial Products
Mallcom (India),MALLCOM,Other Industrial Products
Megatherm Indu.,MEGATHERM,Other Industrial Products
MIC Electronics,MICEL,Other Industrial Products
PTC Industries,PTCIL,Other Industrial Products
Sahasra Electro.,SAHASRA,Other Industrial Products
Shubhshree Bio.,SHUBHSHREE,Other Industrial Products
Subros,SUBROS,Other Industrial Products
Tankup Engi.,TANKUP,Other Industrial Products
Vilas Transcore,VILAS,Other Industrial Products
Nettlinx,NETTLINX,Other Telecom Services
Steelman Telecom,543622,Other Telecom Services
Accord Synergy,ACCORD,Other Telecom Services
GTL,GTL,Other Telecom Services
Megasoft,MEGASOFT,Other Telecom Services
Railtel Corpn.,RAILTEL,Other Telecom Services
Route Mobile,ROUTE,Other Telecom Services
STL Networks,STLNETWORK,Other Telecom Services
Uniinfo Telecom,UNIINFO,Other Telecom Services
Vivo Collaborat.,VIVO,Other Telecom Services
Aayush Art,AAYUSHBULL,Other Textile Products
Alok Industries,ALOKINDS,Other Textile Products
AYM Syntex,AYMSYNTEX,Other Textile Products
Bombay Dyeing,BOMDYEING,Other Textile Products
Faze Three,FAZE3Q,Other Textile Products
Filatex India,FILATEX,Other Textile Products
Ganesha Ecosphe.,GANECOS,Other Textile Products
Garware Tech.,GARFIBRES,Other Textile Products
Himatsing. Seide,HIMATSEIDE,Other Textile Products
Indo Count Inds.,ICIL,Other Textile Products
Indo Rama Synth.,INDORAMA,Other Textile Products
Jindal Worldwide,JINDWORLD,Other Textile Products
K P R Mill Ltd,KPRMILL,Other Textile Products
Nitin Spinners,NITINSPIN,Other Textile Products
Pashupati Cotsp.,PASHUPATI,Other Textile Products
Raj Rayon Inds.,RAJRILTD,Other Textile Products
Raymond Lifestyl,RAYMONDLSL,Other Textile Products
Sanathan Textile,SANATHAN,Other Textile Products
Sangam India,SANGAMIND,Other Textile Products
Siyaram Silk,SIYSIL,Other Textile Products
Sportking India,SPORTKING,Other Textile Products
Sumeet Industrie,SUMEETINDS,Other Textile Products
Trident,TRIDENT,Other Textile Products
Vardhman Textile,VTL,Other Textile Products
Welspun Living,WELSPUNLIV,Other Textile Products
Galaxy Cloud,BLUECLOUDS,Packaged Foods
Bambino Agro Ind,CIANAGRO,Packaged Foods
Lotus Chocolate,LOTUSCHO,Packaged Foods
Sampre Nutrition,SAMPRE,Packaged Foods
Sumuka Agro,CIANAGRO,Packaged Foods
Aayush Wellness,AAYUSHBULL,Packaged Foods
Mishtann Foods,MISHTANN,Packaged Foods
Tanvi Foods,ANJANIFOODS,Packaged Foods
Aveer Foods,AVEER,Packaged Foods
Chatha Foods,CHATHA,Packaged Foods
ADF Foods,ADFFOODS,Packaged Foods
Annapurna Swadi.,ANNAPURNA,Packaged Foods
Bombay Burmah,BBTC,Packaged Foods
Mrs Bectors,BECTORFOOD,Packaged Foods
Bikaji Foods,BIKAJI,Packaged Foods
Britannia Inds.,BRITANNIA,Packaged Foods
Prataap Snacks,DIAMONDYD,Packaged Foods
Euro India Fresh,EIFFL,Packaged Foods
Foods & Inns,FOODSIN,Packaged Foods
Ganesh Consumer,GANESHCP,Packaged Foods
Gopal Snacks,GOPAL,Packaged Foods
Nestle India,NESTLEIND,Packaged Foods
Palash Securi.,PALASHSECU,Packaged Foods
Tasty Bite Eat.,TASTYBITE,Packaged Foods
Zydus Wellness,ZYDUSWELL,Packaged Foods
Sh. Jagdamba Pol,SWADPOL,Packaging
Haldyn Glass,HALDYNGL,Packaging
Cropster Agro,CIANAGRO,Packaging
AGI Greenpac,AGI,Packaging
Arrow Greentech,ARROWGREEN,Packaging
Shree TirupatiBa,BALAJEE,Packaging
B&B Triplewall,BBTCL,Packaging
Commerl. Synbags,COMSYN,Packaging
Cool Caps,COOLCAPS,Packaging
Cosmo First,COSMOFIRST,Packaging
EPL Ltd,EPL,Packaging
Ester Industries,ESTER,Packaging
Huhtamaki India,HUHTAMAKI,Packaging
Jindal Poly Film,JINDALPOLY,Packaging
Kanpur Plastipa.,KANPRPLA,Packaging
Mold-Tek Pack.,MOLDTKPAC,Packaging
Nahar Poly,NAHARPOLY,Packaging
Oricon Enterpris,ORICONENT,Packaging
Polyplex Corpn,POLYPLEX,Packaging
Pyramid Technopl,PYRAMID,Packaging
Sh. Rama Multi.,SHREERAMA,Packaging
TCPL Packaging,TCPLPACK,Packaging
TPL Plastech,TPLPLASTEH,Packaging
Uflex,UFLEX,Packaging
XPRO India,XPROINDIA,Packaging
Retina Paints,RETINA,Paints
Akzo Nobel,AKZOINDIA,Paints
Asian Paints,ASIANPAINT,Paints
Berger Paints,BERGEPAINT,Paints
Indigo Paints,INDIGOPNTS,Paints
Kamdhenu Venture,KAMOPAINTS,Paints
Kansai Nerolac,KANSAINER,Paints
Shalimar Paints,SHALPAINTS,Paints
Siddhika Coatins,SIDDHIKA,Paints
Sirca Paints,SIRCA,Paints
Nath Industries,NATHIND,Paper & Paper Products
S I Paper Mills,BINNYMILLS,Paper & Paper Products
Sh. Ajit Pulp,JAGAJITIND,Paper & Paper Products
S. V. J. Enterp.,543799,Paper & Paper Products
Aaradhya Dis.,AARADHYA,Paper & Paper Products
A B Real Estate,ABREL,Paper & Paper Products
Andhra Paper,ANDHRAPAP,Paper & Paper Products
Emami Paper,EMAMIPAP,Paper & Paper Products
Genus Paper & Bo,GENUSPAPER,Paper & Paper Products
JK Paper,JKPAPER,Paper & Paper Products
Kuantum Papers,KUANTUM,Paper & Paper Products
Magnum Ventures,MAGNUM,Paper & Paper Products
Nikita Papers,NIKITA,Paper & Paper Products
N R Agarwal Inds,NRAIL,Paper & Paper Products
Orient Paper,ORIENTPPR,Paper & Paper Products
Pakka,PAKKA,Paper & Paper Products
Pudumjee Paper,PDMJEPAPER,Paper & Paper Products
Shree Rama News.,RAMANEWS,Paper & Paper Products
Ruchira Papers,RUCHIRA,Paper & Paper Products
Satia Industries,SATIA,Paper & Paper Products
Seshasayee Paper,SESHAPAPER,Paper & Paper Products
Shreyans Inds.,SHREYANIND,Paper & Paper Products
Star Paper Mills,STARPAPER,Paper & Paper Products
T N Newsprint,TNPL,Paper & Paper Products
West Coast Paper,WSTCSTPAPR,Paper & Paper Products
Mercury EV-Tech,MERCURYEV,Passenger Cars & Utility Vehicles
Force Motors,FORCEMOT,Passenger Cars & Utility Vehicles
Hindustan Motors,HINDMOTORS,Passenger Cars & Utility Vehicles
